קוד זיהוי,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
104,103,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,"ב""ת 2",,"ב""ת 2ב'",,ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 1, עמ' 55-66"
105,104,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,"ב""מ",,"ב""מ","מאות 15-14 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 1, עמ' 55-66"
106,105,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,ברזל 1,,ברזל 1,"מאה 12-10 לפנה""ס",ארכיטקטורה,תל,עירוני,,,,"כרך 1, עמ' 55-66"
107,106,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,ברזל 2,,ברזל 2,"מחצית שניה של מאה 10 לפנה""ס",ארכיטקטורה,תל,,,,,"כרך 1, עמ' 55-66"
108,107,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,פרסית,,פרסית,,ארכיטקטורה,מרגלות תל,חווה,,,,"כרך 1, עמ' 55-66"
109,108,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,הלניסטית,,הלניסטית מאוחרת,,ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 1, עמ' 55-66"
110,109,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,רומית קדומה,,רומית קדומה,תק' הרודיאנית,ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 1, עמ' 55-66"
111,110,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,רומית מאוחרת,,רומית מאוחרת,עד הרעש בשנת 363,ארכיטקטורה+ מבני ציבור,תל,עירוני,,,,"כרך 1, עמ' 55-66"
112,111,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,ביזנטית,,ביזנטית,,ארכיטקטורה+ מבני ציבור,תל,מצודה?,,,,"כרך 1, עמ' 55-66"
113,112,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,ימי הביניים,,ערבית קדומה,בית אומיה,ארכיטקטורה+ מבני ציבור,תל,עירוני?,,,,"כרך 1, עמ' 55-66"
114,113,19,אפק (בשרון),,143000,168000,מ. החוף,שרון,מ' כוכבי,פ' בק,ימי הביניים,,עות'מאנית,"מאות 16-17 לסה""נ",ארכיטקטורה+ מבני ציבור,תל,מצודה,,,,"כרך 1, עמ' 55-66"
115,114,20,מערת אצבע,,148000,238500,שומרון,כרמל,מ' שטקליס,ע' בר- יוסף,פליאוליתית,,פליאוליתית תיכונה,תרבות מוסטרית,צור בלבד,מערה,,,,,"כרך 1, עמ' 66-67"
116,115,20,מערת אצבע,,148000,238500,שומרון,כרמל,מ' שטקליס,ע' בר- יוסף,אפיפליאולית,,אפיפליאולית,נטופית,צור בלבד,מערה,,,,,"כרך 1, עמ' 66-67"
117,116,20,מערת אצבע,,148000,238500,שומרון,כרמל,מ' שטקליס,ע' בר- יוסף,נאוליתית,,נאוליתית קירמית,,קרמיקה+ צור,מערה,,,,,"כרך 1, עמ' 66-67"
118,117,21,ארבל,,195500,246700,גליל תחתון,גליל תחתון,צ' אילן,צ' אילן,הלניסטית,,הלניסטית קדומה,"מאה 2 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,כפרי,כ-100 ד',,,"כרך 1, עמ' 67-69"
119,118,21,ארבל,,195500,246700,גליל תחתון,גליל תחתון,צ' אילן,צ' אילן,רומית מאוחרת,,רומית מאוחרת,"מאה 4 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,כפרי,כ-100 ד',,,"כרך 1, עמ' 67-69"
120,119,21,ארבל,,195500,246700,גליל תחתון,גליל תחתון,צ' אילן,צ' אילן,ביזנטית,,ביזנטית,שלהי התק',ארכיטקטורה+ מבני ציבור,ח'ירבה,כפרי,כ-100 ד',,,"כרך 1, עמ' 67-69"
121,120,21,ארבל,,195500,246700,גליל תחתון,גליל תחתון,צ' אילן,צ' אילן,ימי הביניים,,ערבית קדומה,"אמצע המאה ה-8 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,כפרי,כ-100 ד',,"""ביה""כ חרב כנראה בשרפה באמצע המאה ה-8 לסה""נ כעדות מטבע אומאי","כרך 1, עמ' 67-69"
122,121,22,ארכיאולוגיה ימית,ישובים שקועים במים- עתלית,,,מ. החוף,מ. חוף הכרמל,א' גלילי,א' רבן,נאוליתית,,נאוליתית קדם קירמית ב',"8000 לפנה""ס",ארכיטקטורה,ח'ירבה,כפרי,50 ד' ומעלה,,אתר תת- ימי,"כרך 1, עמ' 78"
123,122,23,ארם,,190000,887000,"עבה""י",אדום,ד' קירקברייד,א' נגב,רומית קדומה,,רומית קדומה,"מחצית ראשונה של המאה ה-1 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,פולחני,,,,"כרך 1, עמ' 79-82"
124,123,23,ארם,,190000,887000,"עבה""י",אדום,ד' קירקברייד,א' נגב,רומית מאוחרת,,רומית מאוחרת,"שנת 211-217 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,פולחני,,,תארוךבאמצעות כתובת,"כרך 1, עמ' 79-82"
125,124,24,נחל אורן,,148000,235600,שומרון,כרמל,מ' שטקליס,ת' נוי,אפיפליאולית,,אפיפליאולית,"התרבות הכבארית  הקדומה מבערך 18000  עד 16000 לפנה""ס",צור בלבד,מערה,,,,נמצא גם קיר אבנים,"כרך 1, עמ' 82-86"
126,125,24,נחל אורן,,148000,235600,שומרון,כרמל,מ' שטקליס,ת' נוי,אפיפליאולית,,אפיפליאולית,התרבות הנטופית התיכונה,ארכיטקטורה,מערה,,,,,"כרך 1, עמ' 82-86"
127,126,24,נחל אורן,,148000,235600,שומרון,כרמל,מ' שטקליס,ת' נוי,אפיפליאולית,,אפיפליאולית,התרבות הנטופית העליונה,ארכיטקטורה,מערה,,,,,"כרך 1, עמ' 82-86"
128,127,24,נחל אורן,,148000,235600,שומרון,כרמל,מ' שטקליס,ת' נוי,נאוליתית,,נאוליתית,ניאוליתית קדם קרמית א',ארכיטקטורה,מערה,,,,,"כרך 1, עמ' 82-86"
129,128,24,נחל אורן,,148000,235600,שומרון,כרמל,מ' שטקליס,ת' נוי,נאוליתית,,נאוליתית,"ניאוליתית קדם קרמית ב' 6800 לפנה""ס לערך",ארכיטקטורה,מערה,,,,,"כרך 1, עמ' 82-86"
130,129,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,כלקוליתית,,כלקוליתית,,קרמיקה בלבד,תל,,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
131,130,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,"ב""ק",,"ב""ק",,קרמיקה בלבד,תל,,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
132,131,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,"ב""ת 2",,"ב""ת 2ג'","1650-1600 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
133,132,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,"ב""מ",,"ב""מ 1",,ארכיטקטורה+ מבני ציבור,תל,,כ- 360 ד',"כ- 6500 מ""ר","נמצאו חרסים ו-""מכאן מסתבר שמהב""מ1 ואילך הוקמו השערים צפונה מכאן ונסחפו""","כרך 1, עמ' 86-96"
134,133,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,"ב""מ",,"ב""מ 2","1450-1230 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
135,134,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,ברזל 1,,ברזל 1,"רבע אחרון של המאה ה-13 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
136,135,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
137,136,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,פרסית,,פרסית,,ארכיטקטורה+ מבני ציבור,תל,עירוני,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
138,137,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,הלניסטית,,הלניסטית,"חורבן העיר בסוף המאה ה-2 לפנה""ס, שנת 114.",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
139,138,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,רומית קדומה,,רומית קדומה,"חורבן העיר בשנת 67 לסה""נ לערך",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
140,139,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,רומית- ביזנטית,,רומית מאוחרת- ביזנטית,,ארכיטקטורה,תל,כפרי,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
141,140,25,אשדוד,,118000,129000,מ. החוף,מ. החוף הדרומי,מ' דותן,מ' דותן,ימי הביניים,,ערבית קדומה,בית אומיה,ארכיטקטורה,תל,כפרי,כ- 360 ד',"כ- 6500 מ""ר",,"כרך 1, עמ' 86-96"
142,141,26,אשדוד ים,,114200,132100,מ. החוף,מ. החוף הדרומי,י' קפלן,י' קפלן,ברזל 2,,ברזל 2,"מחצית שניה של המאה ה-8 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 1, עמ' 97"
143,142,26,אשדוד ים,,114200,132100,מ. החוף,מ. החוף הדרומי,י' קפלן,י' קפלן,ברזל 2,,ברזל 3,"מאה 7 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 1, עמ' 97"
144,143,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",נאוליתית,,נאוליתית,,ארכיטקטורה,תל,,,,סוכות ממגורות עצמות בקר וצאן,"כרך 1, עמ' 98-108"
145,144,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",כלקוליתית,,כלקוליתית,,קרמיקה בלבד,תל,,,,,"כרך 1, עמ' 98-108"
146,145,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר","ב""ק 1",,"ב""ק 1","מאמצע ועד סוף תק' הב""ק 1",קרמיקה בלבד,תל,עירוני,,,,"כרך 1, עמ' 98-108"
147,146,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר","ב""ק 2-3",,"ב""ק 2",,ארכיטקטורה,תל,עירוני,,,,"כרך 1, עמ' 98-108"
148,147,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר","ב""ק 2-3",,"ב""ק 3",,ארכיטקטורה,תל,עירוני,,,,"כרך 1, עמ' 98-108"
149,148,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר","ב""ת 2",,"ב""ת 2א'",,ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
150,149,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר","ב""ת 2",,"ב""ת 2ב'","עד 1550 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
151,150,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר","ב""מ",,"ב""מ 1","1500 לפנה""ס בקירוב",ארכיטקטורה,תל,עירוני,,,,"כרך 1, עמ' 98-108"
152,151,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר","ב""מ",,"ב""מ 2",,ארכיטקטורה,תל,עירוני,,,,"כרך 1, עמ' 98-108"
153,152,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",ברזל 1,,ברזל 1,"מ-1175/1180 עד 604 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
154,153,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",ברזל 2,,ברזל 2,"מאות 10-7 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
155,154,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",פרסית,,פרסית,"חורבן בשנת 300 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
156,155,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",הלניסטית,,הלניסטית,,ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
157,156,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",רומית,,רומית,,ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
158,157,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",ביזנטית,,ביזנטית,,ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
159,158,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",ימי הביניים,,ערבית קדומה,"מאות 10-12 לסה""נ",ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,"קורא לזה התק' הפאטימית ומייחס את ביצורי העיר האחרונים לתק' זו אבל אח""כ מתאר את התק' הצלבנית","כרך 1, עמ' 98-108"
160,159,27,אשקלון,,107000,119000,מ. החוף,מ. החוף הדרומי,ל' לוי,"ל""א סטייגר",ימי הביניים,,צלבנית,,ארכיטקטורה+ מבני ציבור,תל,עירוני,600 ד' ומעלה,,,"כרך 1, עמ' 98-108"
161,160,28,אשתמוע,,155000,90000,יהודה,הר יהודה,ז' ייבין,ז' ייבין,ברזל 2,,ברזל 2,"מאות 10-8 לפנה""ס",ארכיטקטורה,תל,,,,,"כרך 1, עמ' 108-112"
162,161,28,אשתמוע,,155000,90000,יהודה,הר יהודה,ז' ייבין,ז' ייבין,ביזנטית,,ביזנטית,"מאות 4-5 לסה""נ",ארכיטקטורה,ח'ירבה,כפרי,,,בית כנסת,"כרך 1, עמ' 108-112"
163,162,28,אשתמוע,,155000,90000,יהודה,הר יהודה,ז' ייבין,ז' ייבין,ימי הביניים,,ימי הביניים,,ארכיטקטורה,תל,כפרי,,,,"כרך 1, עמ' 108-112"
164,163,29,אתר הפר,,180700,201600,שומרון,שומרון,ע' מזר,ע' מזר,ברזל 1,,ברזל 1,,ארכיטקטורה,ח'ירבה,פולחני,20 מ' קוטר,,,"כרך 1, עמ' 112"
165,164,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב",פליאוליתית,,פליאוליתית תחתונה,,צור בלבד,ח'ירבה,,,,,"כרך 1, עמ' 113-120"
166,165,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב",פליאוליתית,,פליאוליתית תיכונה,,צור בלבד,ח'ירבה,,,,,"כרך 1, עמ' 113-120"
167,166,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב",נאוליתית,,נאוליתית קדם קירמית,,צור בלבד,ח'ירבה,,,,,"כרך 1, עמ' 113-120"
168,167,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב",כלקוליתית,,כלקוליתית,,ארכיטקטורה,ח'ירבה,,,,בעיקר קברים,"כרך 1, עמ' 113-120"
169,168,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב","ב""ק 1",,"ב""ק 1א'",,קברים,ח'ירבה,אתר קבורה,,,בעיקר קברים,"כרך 1, עמ' 113-120"
170,169,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב","ב""ק 1",,"ב""ק 1ב'",,ארכיטקטורה,ח'ירבה,כפרי,,,בעיקר קברים,"כרך 1, עמ' 113-120"
171,170,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב","ב""ק 2-3",,"ב""ק 2",,ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 1, עמ' 113-120"
172,171,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב","ב""ק 2-3",,"ב""ק 3","2500-2200 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,כ- 16 ד',,,"כרך 1, עמ' 113-120"
173,172,30,באב א-ד'רע,,,,"עבה""י",מואב,"ר""ת שאוב","ר""ת שאוב",ברונזה ביניימית,,"ב""ת 1","1950-1750 לפנה""ס לפי פחמן 14",ארכיטקטורה+ מבני ציבור,ח'ירבה,כפרי,,,מתחם טיקסי עם מזבח,"כרך 1, עמ' 113-120"
174,173,31,באניאס,,215000,294000,עמק החולה,עמק החולה,ו' ציפריס,מ' בן- דב,רומית קדומה,,רומית קדומה,"מאה 1 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,כ-1000 ד',,,"כרך 1, עמ' 121-125"
175,174,31,באניאס,,215000,294000,עמק החולה,עמק החולה,ו' ציפריס,מ' בן- דב,רומית מאוחרת,,רומית מאוחרת,"מאה 3 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,כ-1000 ד',,,"כרך 1, עמ' 121-125"
176,175,31,באניאס,,215000,294000,עמק החולה,עמק החולה,ו' ציפריס,מ' בן- דב,ימי הביניים,,צלבנית,,ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,כ-1000 ד',,,"כרך 1, עמ' 121-125"
177,176,31,באניאס,,215000,294000,עמק החולה,עמק החולה,ו' ציפריס,מ' בן- דב,ימי הביניים,,ערבית מאוחרת,ממלוכית,ארכיטקטורה,ח'ירבה,עירוני,כ-1000 ד',,,"כרך 1, עמ' 121-125"
